X,Y,Head 1
701950.3571,7535257.433,545.5783691
702050.2143,7535257.433,550.0447388
702150.0714,7535257.433,552.0008545
702249.9286,7535257.433,544.2764282
702349.7857,7535257.433,543.8399658
702449.6429,7535257.433,554.3493652
702549.5,7535257.433,554.505188
702649.3571,7535257.433,553.1136475
698954.6429,7535157.834,588.2316895
699054.5,7535157.834,588.3031616
699154.3571,7535157.834,588.8624268
699254.2143,7535157.834,589.6260986
699354.0714,7535157.834,591.6507568
699453.9286,7535157.834,592.2617188
699553.7857,7535157.834,590.6244507
699653.6429,7535157.834,589.1954346
699753.5,7535157.834,587.9428711
699853.3571,7535157.834,586.9702759
699953.2143,7535157.834,586.1322632
700053.0714,7535157.834,585.3255615
700152.9286,7535157.834,584.7496338
700252.7857,7535157.834,584.194397
700352.6429,7535157.834,583.5654297
700452.5,7535157.834,582.8508911
700552.3571,7535157.834,582.3781738
700652.2143,7535157.834,579.5194702
700752.0714,7535157.834,575.1973267
700851.9286,7535157.834,570.7778931
700951.7857,7535157.834,566.4660645
701051.6429,7535157.834,559.6245728
701151.5,7535157.834,557.1370239
701251.3571,7535157.834,554.7824707
701351.2143,7535157.834,551.9887695
701451.0714,7535157.834,547.4656982
701550.9286,7535157.834,543.0223389
701650.7857,7535157.834,539.1351318
701750.6429,7535157.834,537.470459
701850.5,7535157.834,540.9710693
701950.3571,7535157.834,541.4407959
702050.2143,7535157.834,543.0592651
702150.0714,7535157.834,548.1477051
702249.9286,7535157.834,549.7313843
702349.7857,7535157.834,541.1847534
702449.6429,7535157.834,541.1919556
702549.5,7535157.834,552.4871826
702649.3571,7535157.834,552.762146
702749.2143,7535157.834,552.8978882
699054.5,7535058.235,587.9139404
699154.3571,7535058.235,588.4000854
699254.2143,7535058.235,589.2058716
699354.0714,7535058.235,590.331665
699453.9286,7535058.235,596.7738647
699553.7857,7535058.235,591.9620361
699653.6429,7535058.235,589.3783569
699753.5,7535058.235,587.9395752
699853.3571,7535058.235,586.8512573
699953.2143,7535058.235,586.0282593
700053.0714,7535058.235,585.2070923
700152.9286,7535058.235,584.5865479
700252.7857,7535058.235,583.9852295
700352.6429,7535058.235,583.4052734
700452.5,7535058.235,582.6222534
700552.3571,7535058.235,582.0720825
700652.2143,7535058.235,581.5
700752.0714,7535058.235,579.8234253
700851.9286,7535058.235,575.1506958
700951.7857,7535058.235,571.442688
701051.6429,7535058.235,569.0166626
701151.5,7535058.235,566.3936157
701251.3571,7535058.235,562.7709961
701351.2143,7535058.235,558.62323
701451.0714,7535058.235,552.3795166
701550.9286,7535058.235,545.3110352
701650.7857,7535058.235,536.9700317
701750.6429,7535058.235,534.9546509
701850.5,7535058.235,534.5123901
701950.3571,7535058.235,537.0498047
702050.2143,7535058.235,538.843689
702150.0714,7535058.235,540.6174316
702249.9286,7535058.235,542.2502441
702349.7857,7535058.235,546.6702881
702449.6429,7535058.235,548.460022
702549.5,7535058.235,549.2472534
702649.3571,7535058.235,549.8799438
702749.2143,7535058.235,552.2644653
702849.0714,7535058.235,552.4951172
699054.5,7534958.637,587.0266724
699154.3571,7534958.637,587.5150757
699254.2143,7534958.637,588.2833862
699354.0714,7534958.637,589.3789673
699453.9286,7534958.637,591.2406616
699553.7857,7534958.637,589.7205811
699653.6429,7534958.637,588.3808594
699753.5,7534958.637,587.2838745
699853.3571,7534958.637,586.4425049
699953.2143,7534958.637,585.7259521
700053.0714,7534958.637,584.9475708
700152.9286,7534958.637,584.3101807
700252.7857,7534958.637,583.6252441
700352.6429,7534958.637,583.0859375
700452.5,7534958.637,582.4636841
700552.3571,7534958.637,581.9413452
700652.2143,7534958.637,581.3236694
700752.0714,7534958.637,580.4761353
700851.9286,7534958.637,578.5499878
700951.7857,7534958.637,576.0540161
701051.6429,7534958.637,574.0945435
701151.5,7534958.637,570.6685181
701251.3571,7534958.637,566.1157227
701351.2143,7534958.637,560.1432495
701451.0714,7534958.637,553.5519409
701550.9286,7534958.637,545.9642334
701650.7857,7534958.637,536.9682007
701750.6429,7534958.637,531.112915
701850.5,7534958.637,524.984436
701950.3571,7534958.637,531.1900635
702050.2143,7534958.637,534.7176514
702150.0714,7534958.637,536.8406982
702249.9286,7534958.637,538.78302
702349.7857,7534958.637,543.0344238
702449.6429,7534958.637,545.2116089
702549.5,7534958.637,546.1504517
702649.3571,7534958.637,548.8590698
702749.2143,7534958.637,551.2885742
702849.0714,7534958.637,552.2359009
702948.9286,7534958.637,551.5510864
696058.7857,7534859.038,564.8883667
696158.6429,7534859.038,564.8566284
696258.5,7534859.038,564.8282471
696358.3571,7534859.038,564.803833
698954.6429,7534859.038,585.0132446
699054.5,7534859.038,585.6435547
699154.3571,7534859.038,586.2489014
699254.2143,7534859.038,586.8477783
699354.0714,7534859.038,587.5200195
699453.9286,7534859.038,588.6878052
699553.7857,7534859.038,587.8556519
699653.6429,7534859.038,587.1293945
699753.5,7534859.038,586.4155884
699853.3571,7534859.038,585.7912598
699953.2143,7534859.038,585.2227783
700053.0714,7534859.038,584.4313354
700152.9286,7534859.038,583.8526611
700252.7857,7534859.038,583.2548828
700352.6429,7534859.038,582.6566772
700452.5,7534859.038,582.0388184
700552.3571,7534859.038,581.6065674
700652.2143,7534859.038,580.9234009
700752.0714,7534859.038,580.2249146
700851.9286,7534859.038,579.243042
700951.7857,7534859.038,578.5611572
701051.6429,7534859.038,578.1069336
701151.5,7534859.038,574.2161865
701251.3571,7534859.038,567.5623169
701351.2143,7534859.038,560.6322021
701451.0714,7534859.038,553.4503174
701550.9286,7534859.038,546.1513062
701650.7857,7534859.038,536.3275146
701750.6429,7534859.038,526.8700562
701850.5,7534859.038,515.1442871
701950.3571,7534859.038,529.2979736
702050.2143,7534859.038,530.7151489
702150.0714,7534859.038,535.5854492
702249.9286,7534859.038,538.4219971
702349.7857,7534859.038,541.0223389
702449.6429,7534859.038,542.2731934
702549.5,7534859.038,544.946106
702649.3571,7534859.038,547.9312744
702749.2143,7534859.038,548.9501953
702849.0714,7534859.038,551.418457
702948.9286,7534859.038,550.9736938
703048.7857,7534859.038,551.1412354
703148.6429,7534859.038,551.0915527
703248.5,7534859.038,551.4693604
695958.9286,7534759.439,564.897522
696058.7857,7534759.439,564.8982544
696158.6429,7534759.439,564.8424072
696258.5,7534759.439,564.8039551
696358.3571,7534759.439,564.7388916
696458.2143,7534759.439,564.6088867
696558.0714,7534759.439,564.4851685
696657.9286,7534759.439,564.430542
698954.6429,7534759.439,584.2532959
699054.5,7534759.439,584.4605713
699154.3571,7534759.439,584.6939087
699254.2143,7534759.439,584.7238159
699354.0714,7534759.439,584.4373779
699453.9286,7534759.439,584.5150146
699553.7857,7534759.439,586.0148926
699653.6429,7534759.439,585.7683716
699753.5,7534759.439,585.2536621
699853.3571,7534759.439,584.6949463
699953.2143,7534759.439,584.1858521
700053.0714,7534759.439,583.6644287
700152.9286,7534759.439,583.0977173
700252.7857,7534759.439,582.6765137
700352.6429,7534759.439,582.1542358
700452.5,7534759.439,581.6358032
700552.3571,7534759.439,581.1205444
700652.2143,7534759.439,580.0662231
700752.0714,7534759.439,579.6116943
700851.9286,7534759.439,578.979126
700951.7857,7534759.439,578.413147
701051.6429,7534759.439,578.0144653
701151.5,7534759.439,573.4840088
701251.3571,7534759.439,566.7850342
701351.2143,7534759.439,559.8577271
701451.0714,7534759.439,553.4934082
701550.9286,7534759.439,545.739563
701650.7857,7534759.439,536.9921875
701750.6429,7534759.439,526.7419434
701850.5,7534759.439,522.2676392
701950.3571,7534759.439,522.3167725
702050.2143,7534759.439,526.2203369
702150.0714,7534759.439,530.0754395
702249.9286,7534759.439,535.0352783
702349.7857,7534759.439,538.0962524
702449.6429,7534759.439,541.0128784
702549.5,7534759.439,544.0262451
702649.3571,7534759.439,546.8707275
702749.2143,7534759.439,547.9820557
702849.0714,7534759.439,548.5899048
702948.9286,7534759.439,551.0650635
703048.7857,7534759.439,551.4627075
703148.6429,7534759.439,550.5587769
703248.5,7534759.439,549.2073364
703348.3571,7534759.439,548.3858643
703448.2143,7534759.439,545.5827637
695958.9286,7534659.84,564.8852539
696058.7857,7534659.84,564.8758545
696158.6429,7534659.84,564.8068848
696258.5,7534659.84,564.7380371
696358.3571,7534659.84,564.7081299
696458.2143,7534659.84,564.5673828
696558.0714,7534659.84,564.3029175
696657.9286,7534659.84,564.2637329
696757.7857,7534659.84,564.4057617
696857.6429,7534659.84,564.6268921
697556.6429,7534659.84,572.2192993
697656.5,7534659.84,572.7016602
697756.3571,7534659.84,573.2753906
697856.2143,7534659.84,573.9162598
697956.0714,7534659.84,574.326355
698055.9286,7534659.84,574.4823608
698954.6429,7534659.84,583.1330566
699054.5,7534659.84,583.4720459
699154.3571,7534659.84,583.5540771
699254.2143,7534659.84,583.2636108
699354.0714,7534659.84,581.0463257
699453.9286,7534659.84,576.1887817
699553.7857,7534659.84,584.9978027
699653.6429,7534659.84,583.9384766
699753.5,7534659.84,583.6716919
699853.3571,7534659.84,583.4871216
699953.2143,7534659.84,583.166687
700053.0714,7534659.84,582.8892822
700152.9286,7534659.84,582.4035645
700252.7857,7534659.84,581.9155273
700352.6429,7534659.84,581.3240967
700452.5,7534659.84,581.2290039
700552.3571,7534659.84,578.071167
700652.2143,7534659.84,569.5739136
700752.0714,7534659.84,569.8127441
700851.9286,7534659.84,570.7667236
700951.7857,7534659.84,570.4152222
701051.6429,7534659.84,569.8799438
701151.5,7534659.84,568.2236938
701251.3571,7534659.84,562.9576416
701351.2143,7534659.84,557.7399292
701451.0714,7534659.84,553.0192871
701550.9286,7534659.84,545.3162231
701650.7857,7534659.84,538.0693359
701750.6429,7534659.84,527.9694214
701850.5,7534659.84,520.78125
701950.3571,7534659.84,513.1777954
702050.2143,7534659.84,521.5985718
702150.0714,7534659.84,527.1561279
702249.9286,7534659.84,531.3632202
702349.7857,7534659.84,536.9765015
702449.6429,7534659.84,536.6740723
702549.5,7534659.84,539.2095337
702649.3571,7534659.84,544.520813
702749.2143,7534659.84,547.5474243
702849.0714,7534659.84,548.3104858
702948.9286,7534659.84,548.434021
703048.7857,7534659.84,548.4572144
703148.6429,7534659.84,548.901062
703248.5,7534659.84,548.7611694
703348.3571,7534659.84,541.3164063
703448.2143,7534659.84,539.2478638
703548.0714,7534659.84,537.2787476
703647.9286,7534659.84,536.9789429
703747.7857,7534659.84,539.9671631
703847.6429,7534659.84,540.2267456
703947.5,7534659.84,542.2075806
704047.3571,7534659.84,542.4576416
704147.2143,7534659.84,542.6120605
695859.0714,7534560.241,564.8343506
