X,Y,Head 1
701850.5,7531771.474,512.2103882
701950.3571,7531771.474,511.8361816
702050.2143,7531771.474,511.0808105
702150.0714,7531771.474,510.1633606
702249.9286,7531771.474,508.3115234
702349.7857,7531771.474,505.5636292
702449.6429,7531771.474,500.9591675
702549.5,7531771.474,507.7059937
702649.3571,7531771.474,510.6928711
702749.2143,7531771.474,512.8597412
702849.0714,7531771.474,514.5510864
702948.9286,7531771.474,515.6538696
703048.7857,7531771.474,516.4208984
703148.6429,7531771.474,516.9042358
703248.5,7531771.474,517.0899658
703348.3571,7531771.474,516.953125
703448.2143,7531771.474,516.6299438
703548.0714,7531771.474,515.9663696
703647.9286,7531771.474,514.968811
703747.7857,7531771.474,514.4645386
703847.6429,7531771.474,515.5771484
703947.5,7531771.474,515.5383301
704047.3571,7531771.474,515.2469482
704147.2143,7531771.474,514.6549072
704247.0714,7531771.474,513.517395
704346.9286,7531771.474,512.2896729
704446.7857,7531771.474,510.3965149
704546.6429,7531771.474,507.7865295
704646.5,7531771.474,503.2932739
704746.3571,7531771.474,493.6191406
704846.2143,7531771.474,498.3644714
704946.0714,7531771.474,502.4004211
705045.9286,7531771.474,505.5905457
705145.7857,7531771.474,508.347229
705245.6429,7531771.474,510.1854858
705345.5,7531771.474,511.8045349
705445.3571,7531771.474,513.7358398
705545.2143,7531771.474,515.7619019
705645.0714,7531771.474,517.2749023
705744.9286,7531771.474,518.538208
705844.7857,7531771.474,519.5169067
705944.6429,7531771.474,520.3431396
706044.5,7531771.474,520.8596802
706144.3571,7531771.474,521.0480957
706244.2143,7531771.474,521.3474121
706344.0714,7531771.474,521.3734741
706443.9286,7531771.474,521.0921021
706543.7857,7531771.474,520.526123
706643.6429,7531771.474,520.0866699
706743.5,7531771.474,517.9026489
706843.3571,7531771.474,516.1028442
706943.2143,7531771.474,510.6235352
707043.0714,7531771.474,506.5521851
707142.9286,7531771.474,512.7678223
707242.7857,7531771.474,515.4085083
707342.6429,7531771.474,517.6253052
707442.5,7531771.474,519.4940186
707542.3571,7531771.474,521.2835083
707642.2143,7531771.474,523.0493164
707742.0714,7531771.474,524.1784668
707841.9286,7531771.474,525.4325562
707941.7857,7531771.474,525.9515381
708041.6429,7531771.474,532.4250488
708141.5,7531771.474,533.4059448
708241.3571,7531771.474,534.8884888
708341.2143,7531771.474,536.3223267
708441.0714,7531771.474,537.4740601
708540.9286,7531771.474,538.4420166
708640.7857,7531771.474,539.2061768
708740.6429,7531771.474,539.77948
708840.5,7531771.474,540.1881714
708940.3571,7531771.474,540.4975586
693063.0714,7531671.875,573.8292847
693162.9286,7531671.875,574.0373535
693262.7857,7531671.875,574.4763184
693362.6429,7531671.875,574.8342896
693462.5,7531671.875,575.0256958
693562.3571,7531671.875,575.0408325
693662.2143,7531671.875,574.8812866
693762.0714,7531671.875,574.5320435
693861.9286,7531671.875,573.9854736
693961.7857,7531671.875,573.3395996
694061.6429,7531671.875,572.3780518
694161.5,7531671.875,571.1652832
694261.3571,7531671.875,567.8540649
694361.2143,7531671.875,562.3951416
694461.0714,7531671.875,565.1864624
694560.9286,7531671.875,565.9065552
694660.7857,7531671.875,566.0848999
694760.6429,7531671.875,566.7835693
694860.5,7531671.875,566.9725952
694960.3571,7531671.875,566.9997559
695060.2143,7531671.875,566.9268188
695160.0714,7531671.875,566.6199951
695259.9286,7531671.875,566.453186
695359.7857,7531671.875,566.0727539
695459.6429,7531671.875,565.8902588
695559.5,7531671.875,565.6848145
695659.3571,7531671.875,565.2833862
695759.2143,7531671.875,565.0372314
695859.0714,7531671.875,564.6056519
695958.9286,7531671.875,564.366333
696058.7857,7531671.875,564.9683228
696158.6429,7531671.875,565.7202759
696258.5,7531671.875,567.2902832
696358.3571,7531671.875,570.0891113
696458.2143,7531671.875,568.1021118
696558.0714,7531671.875,566.3852539
696657.9286,7531671.875,565.1798096
696757.7857,7531671.875,561.7342529
696857.6429,7531671.875,556.9912109
696957.5,7531671.875,553.7753906
697057.3571,7531671.875,552.3342285
697157.2143,7531671.875,547.4251709
697257.0714,7531671.875,542.4564819
697356.9286,7531671.875,538.1663818
697456.7857,7531671.875,534.782959
697556.6429,7531671.875,534.1959839
697656.5,7531671.875,532.8427124
697756.3571,7531671.875,530.9074707
697856.2143,7531671.875,527.1657104
697956.0714,7531671.875,521.6686401
698055.9286,7531671.875,519.3217163
698155.7857,7531671.875,517.8707886
698255.6429,7531671.875,516.1330566
698355.5,7531671.875,514.3358154
698455.3571,7531671.875,510.5865173
698555.2143,7531671.875,508.0752563
698655.0714,7531671.875,513.696228
698754.9286,7531671.875,515.1320801
698854.7857,7531671.875,516.9994507
698954.6429,7531671.875,518.4796143
699054.5,7531671.875,522.8911743
699154.3571,7531671.875,520.8071289
699254.2143,7531671.875,518.2672119
699354.0714,7531671.875,516.3764038
699453.9286,7531671.875,515.2857056
699553.7857,7531671.875,514.0819702
699653.6429,7531671.875,513.2317505
699753.5,7531671.875,510.7838745
699853.3571,7531671.875,508.6271362
699953.2143,7531671.875,515.5546875
700053.0714,7531671.875,511.4195557
700152.9286,7531671.875,510.2831116
700252.7857,7531671.875,509.8570557
700352.6429,7531671.875,508.9135742
700452.5,7531671.875,507.7773132
700552.3571,7531671.875,505.2221069
700652.2143,7531671.875,502.9294739
700752.0714,7531671.875,498.1937256
700851.9286,7531671.875,497.3227234
700951.7857,7531671.875,494.1173401
701051.6429,7531671.875,503.8144226
701151.5,7531671.875,507.7622681
701251.3571,7531671.875,510.5865784
701351.2143,7531671.875,512.6176147
701451.0714,7531671.875,513.8849487
701550.9286,7531671.875,514.5519409
701650.7857,7531671.875,514.8517456
701750.6429,7531671.875,514.7005615
701850.5,7531671.875,514.2672119
701950.3571,7531671.875,513.692627
702050.2143,7531671.875,512.694519
702150.0714,7531671.875,511.7983704
702249.9286,7531671.875,510.6386719
702349.7857,7531671.875,508.3457336
702449.6429,7531671.875,507.7568359
702549.5,7531671.875,510.4560242
702649.3571,7531671.875,513.0236816
702749.2143,7531671.875,514.786438
702849.0714,7531671.875,516.40448
702948.9286,7531671.875,517.4304199
703048.7857,7531671.875,518.3234863
703148.6429,7531671.875,518.8282471
703248.5,7531671.875,519.0480347
703348.3571,7531671.875,519.1333618
703448.2143,7531671.875,518.8740845
703548.0714,7531671.875,518.4925537
703647.9286,7531671.875,518.1071777
703747.7857,7531671.875,517.7270508
703847.6429,7531671.875,517.5629272
703947.5,7531671.875,517.4284058
704047.3571,7531671.875,516.9006348
704147.2143,7531671.875,516.2478027
704247.0714,7531671.875,515.1306763
704346.9286,7531671.875,513.8946533
704446.7857,7531671.875,512.2364502
704546.6429,7531671.875,510.0921936
704646.5,7531671.875,506.9100952
704746.3571,7531671.875,502.6393127
704846.2143,7531671.875,500.8805237
704946.0714,7531671.875,500.5733337
705045.9286,7531671.875,503.8188477
705145.7857,7531671.875,510.3527527
705245.6429,7531671.875,509.9359436
705345.5,7531671.875,511.6235352
705445.3571,7531671.875,514.184082
705545.2143,7531671.875,516.3029785
705645.0714,7531671.875,518.2144165
705744.9286,7531671.875,519.6259766
705844.7857,7531671.875,520.6984253
705944.6429,7531671.875,521.5131226
706044.5,7531671.875,522.1962891
706144.3571,7531671.875,522.6451416
706244.2143,7531671.875,522.8560181
706344.0714,7531671.875,522.9857788
706443.9286,7531671.875,522.8655396
706543.7857,7531671.875,522.4268799
706643.6429,7531671.875,521.8308716
706743.5,7531671.875,520.7941895
706843.3571,7531671.875,520.5476074
706943.2143,7531671.875,517.5297852
707043.0714,7531671.875,514.0128784
707142.9286,7531671.875,509.8777771
707242.7857,7531671.875,516.3726807
707342.6429,7531671.875,518.449585
707442.5,7531671.875,520.9506226
707542.3571,7531671.875,523.0228882
707642.2143,7531671.875,524.6820068
707742.0714,7531671.875,526.1844482
707841.9286,7531671.875,527.6655884
707941.7857,7531671.875,528.8248901
708041.6429,7531671.875,528.7527466
708141.5,7531671.875,534.5228271
708241.3571,7531671.875,535.1199951
708341.2143,7531671.875,536.8007202
708441.0714,7531671.875,537.7945557
708540.9286,7531671.875,538.6990356
708640.7857,7531671.875,539.4500122
708740.6429,7531671.875,540.0294189
708840.5,7531671.875,540.4477539
708940.3571,7531671.875,540.6977539
692863.3571,7531572.276,572.7788696
692963.2143,7531572.276,573.0246582
693063.0714,7531572.276,573.4092407
693162.9286,7531572.276,573.7471313
693262.7857,7531572.276,574.1863403
693362.6429,7531572.276,574.6431885
693462.5,7531572.276,575.010376
693562.3571,7531572.276,575.2515259
693662.2143,7531572.276,575.2862549
693762.0714,7531572.276,574.9649048
693861.9286,7531572.276,574.3352661
693961.7857,7531572.276,573.5679321
694061.6429,7531572.276,572.6870117
694161.5,7531572.276,571.767334
694261.3571,7531572.276,569.7147827
694361.2143,7531572.276,548.9137573
694461.0714,7531572.276,556.2052612
694560.9286,7531572.276,558.727417
694660.7857,7531572.276,564.1593628
694760.6429,7531572.276,566.0726929
694860.5,7531572.276,566.4239502
694960.3571,7531572.276,566.4767456
695060.2143,7531572.276,566.3637695
695160.0714,7531572.276,566.1694946
695259.9286,7531572.276,566.0200195
695359.7857,7531572.276,565.7062378
695459.6429,7531572.276,565.8429565
695559.5,7531572.276,565.0949097
695659.3571,7531572.276,564.5795898
695759.2143,7531572.276,564.1499023
695859.0714,7531572.276,563.710022
695958.9286,7531572.276,562.9928589
696058.7857,7531572.276,561.3137207
696158.6429,7531572.276,559.994751
696258.5,7531572.276,561.1758423
696358.3571,7531572.276,570.1849365
696458.2143,7531572.276,568.1066284
696558.0714,7531572.276,566.0237427
696657.9286,7531572.276,564.8636475
696757.7857,7531572.276,561.1594238
696857.6429,7531572.276,558.0001221
696957.5,7531572.276,554.5299072
697057.3571,7531572.276,548.4737549
697157.2143,7531572.276,543.8606567
697257.0714,7531572.276,542.1835938
697356.9286,7531572.276,540.534668
697456.7857,7531572.276,539.2139893
697556.6429,7531572.276,539.7797241
697656.5,7531572.276,539.6500244
697756.3571,7531572.276,535.5043945
697856.2143,7531572.276,532.7045898
697956.0714,7531572.276,528.6104126
698055.9286,7531572.276,522.7251587
698155.7857,7531572.276,518.2913208
698255.6429,7531572.276,516.5365601
698355.5,7531572.276,514.6055908
698455.3571,7531572.276,512.5386963
698555.2143,7531572.276,510.534729
698655.0714,7531572.276,508.4267273
698754.9286,7531572.276,512.1229248
698854.7857,7531572.276,514.3546753
698954.6429,7531572.276,513.6196899
699054.5,7531572.276,513.9411621
699154.3571,7531572.276,513.7282104
699254.2143,7531572.276,512.6119385
699354.0714,7531572.276,510.5474548
699453.9286,7531572.276,509.5272522
699553.7857,7531572.276,508.2031555
699653.6429,7531572.276,508.8194275
699753.5,7531572.276,499.9060364
699853.3571,7531572.276,502.5776978
699953.2143,7531572.276,503.3197632
700053.0714,7531572.276,499.4315796
700152.9286,7531572.276,502.3399658
700252.7857,7531572.276,503.3303528
700352.6429,7531572.276,498.149231
700452.5,7531572.276,501.112854
700552.3571,7531572.276,494.5834045
700652.2143,7531572.276,494.2689514
700752.0714,7531572.276,496.9234924
700851.9286,7531572.276,505.3499451
700951.7857,7531572.276,508.7891541
701051.6429,7531572.276,512.2383423
701151.5,7531572.276,514.4365234
701251.3571,7531572.276,516.1389771
701351.2143,7531572.276,517.0803223
701451.0714,7531572.276,517.4866333
701550.9286,7531572.276,517.5457153
701650.7857,7531572.276,517.1254272
701750.6429,7531572.276,516.5268555
701850.5,7531572.276,515.90448
701950.3571,7531572.276,515.0648193
702050.2143,7531572.276,514.2805786
702150.0714,7531572.276,513.3509521
702249.9286,7531572.276,511.7366943
702349.7857,7531572.276,509.8605957
702449.6429,7531572.276,511.0722656
702549.5,7531572.276,512.2355347
702649.3571,7531572.276,514.9428101
702749.2143,7531572.276,516.5739746
702849.0714,7531572.276,517.9682007
702948.9286,7531572.276,519.1646118
703048.7857,7531572.276,520.0800781
703148.6429,7531572.276,520.5838623
703248.5,7531572.276,520.9319458
703348.3571,7531572.276,520.9659424
703448.2143,7531572.276,520.7945557
703548.0714,7531572.276,520.6692505
703647.9286,7531572.276,520.4093628
703747.7857,7531572.276,519.9760132
703847.6429,7531572.276,519.6294556
703947.5,7531572.276,519.210022
704047.3571,7531572.276,518.5447388
704147.2143,7531572.276,517.7565308
704247.0714,7531572.276,516.7446899
704346.9286,7531572.276,515.4876099
704446.7857,7531572.276,513.97229
704546.6429,7531572.276,511.9789429
704646.5,7531572.276,509.6263123
704746.3571,7531572.276,506.4998779
704846.2143,7531572.276,506.2210388
704946.0714,7531572.276,504.7767334
705045.9286,7531572.276,506.0169373
705145.7857,7531572.276,506.7533569
705245.6429,7531572.276,506.7661133
705345.5,7531572.276,508.1169739
705445.3571,7531572.276,514.4906616
705545.2143,7531572.276,517.1320801
705645.0714,7531572.276,519.076416
705744.9286,7531572.276,520.649231
705844.7857,7531572.276,521.8899536
705944.6429,7531572.276,522.789917
706044.5,7531572.276,523.5033569
706144.3571,7531572.276,524.1207275
706244.2143,7531572.276,524.3670654
706344.0714,7531572.276,524.5216064
706443.9286,7531572.276,524.4937134
706543.7857,7531572.276,524.2483521
706643.6429,7531572.276,523.7020874
706743.5,7531572.276,522.8609619
706843.3571,7531572.276,521.4901733
706943.2143,7531572.276,520.2868042
707043.0714,7531572.276,518.5549927
707142.9286,7531572.276,516.3515015
707242.7857,7531572.276,511.99823
707342.6429,7531572.276,519.663147
707442.5,7531572.276,521.9711914
707542.3571,7531572.276,524.1807861
707642.2143,7531572.276,526.0888062
707742.0714,7531572.276,527.7537842
707841.9286,7531572.276,529.3597412
707941.7857,7531572.276,530.802002
708041.6429,7531572.276,531.9534302
708141.5,7531572.276,533.2489014
708241.3571,7531572.276,534.2841187
708341.2143,7531572.276,538.1671143
708441.0714,7531572.276,538.1811523
708540.9286,7531572.276,539.0058594
708640.7857,7531572.276,539.7349243
708740.6429,7531572.276,540.3248291
708840.5,7531572.276,540.765686
708940.3571,7531572.276,541.0567627
692264.2143,7531472.677,571.9422607
692364.0714,7531472.677,571.9676514
692463.9286,7531472.677,572.022522
692563.7857,7531472.677,572.1049194
692663.6429,7531472.677,572.2615356
692763.5,7531472.677,572.3302002
692863.3571,7531472.677,572.496582
692963.2143,7531472.677,572.7003784
693063.0714,7531472.677,572.9683838
693162.9286,7531472.677,573.3392334
693262.7857,7531472.677,573.7988892
693362.6429,7531472.677,574.3798218
693462.5,7531472.677,574.942627
693562.3571,7531472.677,575.4901123
693662.2143,7531472.677,575.9130249
693762.0714,7531472.677,575.6802368
693861.9286,7531472.677,574.6591187
693961.7857,7531472.677,573.729248
694061.6429,7531472.677,572.7525024
694161.5,7531472.677,571.7287598
694261.3571,7531472.677,570.7457275
694361.2143,7531472.677,563.2553101
694461.0714,7531472.677,549.4046631
694560.9286,7531472.677,553.4111938
694660.7857,7531472.677,564.4476929
694760.6429,7531472.677,565.638916
694860.5,7531472.677,565.7677002
694960.3571,7531472.677,565.8264771
695060.2143,7531472.677,565.71521
695160.0714,7531472.677,565.491272
695259.9286,7531472.677,565.2805786
695359.7857,7531472.677,564.5357666
695459.6429,7531472.677,560.9887695
695559.5,7531472.677,563.8692627
695659.3571,7531472.677,563.4142456
695759.2143,7531472.677,563.1911011
695859.0714,7531472.677,560.6055908
695958.9286,7531472.677,559.8961792
696058.7857,7531472.677,555.0281372
696158.6429,7531472.677,552.9343872
696258.5,7531472.677,559.2220459
696358.3571,7531472.677,567.4851074
696458.2143,7531472.677,566.3684692
696558.0714,7531472.677,565.1564331
696657.9286,7531472.677,564.1234131
696757.7857,7531472.677,559.7904663
696857.6429,7531472.677,554.7685547
696957.5,7531472.677,553.0063477
697057.3571,7531472.677,547.84375
697157.2143,7531472.677,544.0731812
697257.0714,7531472.677,545.0031128
697356.9286,7531472.677,543.7943115
697456.7857,7531472.677,543.9076538
697556.6429,7531472.677,544.821228
697656.5,7531472.677,540.5757446
697756.3571,7531472.677,539.1074829
697856.2143,7531472.677,537.2366943
697956.0714,7531472.677,532.6268311
698055.9286,7531472.677,527.2793579
698155.7857,7531472.677,521.2850952
698255.6429,7531472.677,516.583313
698355.5,7531472.677,514.6384888
698455.3571,7531472.677,512.5359497
698555.2143,7531472.677,510.5996704
698655.0714,7531472.677,508.7156372
698754.9286,7531472.677,507.578064
698854.7857,7531472.677,504.0577698
698954.6429,7531472.677,506.0030518
699054.5,7531472.677,507.165741
699154.3571,7531472.677,507.5080566
699254.2143,7531472.677,501.5912781
699354.0714,7531472.677,500.0909729
699453.9286,7531472.677,498.9821167
699553.7857,7531472.677,498.6567078
699653.6429,7531472.677,508.0327454
699753.5,7531472.677,508.5560303
699853.3571,7531472.677,509.3880005
699953.2143,7531472.677,509.5923462
700053.0714,7531472.677,508.8391724
700152.9286,7531472.677,509.0627136
700252.7857,7531472.677,508.6028442
700352.6429,7531472.677,506.0037537
700452.5,7531472.677,504.1394653
700552.3571,7531472.677,498.1320801
700652.2143,7531472.677,504.9005737
700752.0714,7531472.677,509.3762512
700851.9286,7531472.677,513.0108032
700951.7857,7531472.677,515.5462646
701051.6429,7531472.677,517.3686523
701151.5,7531472.677,518.7529297
701251.3571,7531472.677,519.6271362
701351.2143,7531472.677,520.0697632
701451.0714,7531472.677,519.9940796
701550.9286,7531472.677,519.649231
701650.7857,7531472.677,519.0101318
701750.6429,7531472.677,518.3365479
701850.5,7531472.677,517.5144043
701950.3571,7531472.677,516.6010742
702050.2143,7531472.677,515.2971802
702150.0714,7531472.677,514.4779053
702249.9286,7531472.677,514.0199585
702349.7857,7531472.677,508.6268921
702449.6429,7531472.677,509.1217346
702549.5,7531472.677,512.7424316
702649.3571,7531472.677,515.9249878
702749.2143,7531472.677,517.9700317
702849.0714,7531472.677,519.5996094
702948.9286,7531472.677,521.9671021
703048.7857,7531472.677,522.8200684
703148.6429,7531472.677,523.300415
703248.5,7531472.677,522.5994873
703348.3571,7531472.677,522.6894531
703448.2143,7531472.677,522.588623
703548.0714,7531472.677,522.4001465
703647.9286,7531472.677,522.1570435
703747.7857,7531472.677,521.7836304
703847.6429,7531472.677,521.3427734
703947.5,7531472.677,520.8057861
704047.3571,7531472.677,520.0427856
704147.2143,7531472.677,519.3383789
704247.0714,7531472.677,518.350647
704346.9286,7531472.677,516.9381104
704446.7857,7531472.677,515.3764038
704546.6429,7531472.677,513.5978394
704646.5,7531472.677,511.0602112
704746.3571,7531472.677,507.3880615
704846.2143,7531472.677,501.9510193
704946.0714,7531472.677,505.3280334
705045.9286,7531472.677,507.1950378
705145.7857,7531472.677,509.1234436
705245.6429,7531472.677,510.9950256
705345.5,7531472.677,513.2130127
705445.3571,7531472.677,516.0906982
705545.2143,7531472.677,518.5291748
705645.0714,7531472.677,520.3551636
705744.9286,7531472.677,521.7460327
705844.7857,7531472.677,523.0267944
705944.6429,7531472.677,524.0667725
706044.5,7531472.677,524.8853149
706144.3571,7531472.677,525.4512939
706244.2143,7531472.677,525.8234863
706344.0714,7531472.677,526.015625
706443.9286,7531472.677,525.9987793
706543.7857,7531472.677,525.87146
706643.6429,7531472.677,525.5429688
706743.5,7531472.677,524.9012451
706843.3571,7531472.677,523.9813232
706943.2143,7531472.677,522.8800659
707043.0714,7531472.677,521.5356445
707142.9286,7531472.677,520.0753174
707242.7857,7531472.677,518.7070313
707342.6429,7531472.677,518.2799072
707442.5,7531472.677,522.5856323
707542.3571,7531472.677,525.3140259
707642.2143,7531472.677,527.4941406
707742.0714,7531472.677,529.2717285
707841.9286,7531472.677,530.9272461
707941.7857,7531472.677,532.2787476
708041.6429,7531472.677,533.6060791
708141.5,7531472.677,534.802124
708241.3571,7531472.677,535.7996826
708341.2143,7531472.677,536.354248
708441.0714,7531472.677,538.31073
708540.9286,7531472.677,539.3087158
708640.7857,7531472.677,540.0603027
708740.6429,7531472.677,540.6602783
708840.5,7531472.677,541.135498
708940.3571,7531472.677,541.5331421
709040.2143,7531472.677,541.9547729
692264.2143,7531373.078,571.9210815
692364.0714,7531373.078,571.944519
692463.9286,7531373.078,572.0020752
692563.7857,7531373.078,572.1046143
692663.6429,7531373.078,572.2051392
692763.5,7531373.078,572.1212158
692863.3571,7531373.078,572.0584717
692963.2143,7531373.078,572.0705566
693063.0714,7531373.078,572.2818604
693162.9286,7531373.078,572.7700195
693262.7857,7531373.078,573.2919312
693362.6429,7531373.078,573.9505615
693462.5,7531373.078,574.7886963
693562.3571,7531373.078,575.7930908
693662.2143,7531373.078,577.1749268
693762.0714,7531373.078,576.8917236
693861.9286,7531373.078,575.116394
693961.7857,7531373.078,573.6915283
694061.6429,7531373.078,572.5505371
694161.5,7531373.078,571.4959106
694261.3571,7531373.078,570.0151367
694361.2143,7531373.078,563.7810669
694461.0714,7531373.078,556.5032959
694560.9286,7531373.078,547.2224121
694660.7857,7531373.078,553.6586914
694760.6429,7531373.078,565.0947266
694860.5,7531373.078,565.0842896
694960.3571,7531373.078,564.9702148
695060.2143,7531373.078,564.7990112
695160.0714,7531373.078,564.4754639
695259.9286,7531373.078,563.9240112
695359.7857,7531373.078,561.1049194
695459.6429,7531373.078,557.4019165
695559.5,7531373.078,557.7550659
695659.3571,7531373.078,558.7666626
695759.2143,7531373.078,561.8677368
695859.0714,7531373.078,559.1563721
695958.9286,7531373.078,554.1329346
696058.7857,7531373.078,547.8323364
696158.6429,7531373.078,548.0047607
696258.5,7531373.078,556.755127
696358.3571,7531373.078,565.684021
696458.2143,7531373.078,564.9071045
696558.0714,7531373.078,564.2141724
696657.9286,7531373.078,563.2233276
696757.7857,7531373.078,558.6663208
696857.6429,7531373.078,553.4101563
696957.5,7531373.078,552.071167
697057.3571,7531373.078,549.4720459
697157.2143,7531373.078,551.0997925
697257.0714,7531373.078,550.4144897
697356.9286,7531373.078,551.6251221
697456.7857,7531373.078,549.991333
697556.6429,7531373.078,545.8162231
697656.5,7531373.078,543.9328003
697756.3571,7531373.078,538.9262085
697856.2143,7531373.078,534.3347778
697956.0714,7531373.078,532.7598877
698055.9286,7531373.078,528.34021
698155.7857,7531373.078,523.2639771
698255.6429,7531373.078,517.2206421
698355.5,7531373.078,514.2258911
698455.3571,7531373.078,511.8751221
698555.2143,7531373.078,509.3119507
698655.0714,7531373.078,506.318573
698754.9286,7531373.078,500.77948
698854.7857,7531373.078,499.2633362
698954.6429,7531373.078,503.6652527
699054.5,7531373.078,500.2909546
699154.3571,7531373.078,506.7618408
699254.2143,7531373.078,507.4944458
699354.0714,7531373.078,507.7774963
699453.9286,7531373.078,508.3605957
699553.7857,7531373.078,509.8640747
699653.6429,7531373.078,512.6887817
699753.5,7531373.078,513.8813477
699853.3571,7531373.078,514.6653442
699953.2143,7531373.078,514.8981934
700053.0714,7531373.078,514.6699829
700152.9286,7531373.078,514.2069702
700252.7857,7531373.078,513.1928711
700352.6429,7531373.078,511.2392273
700452.5,7531373.078,509.1870422
700552.3571,7531373.078,506.0272522
700652.2143,7531373.078,511.0374756
700752.0714,7531373.078,514.6407471
700851.9286,7531373.078,517.2716064
700951.7857,7531373.078,519.3011475
701051.6429,7531373.078,520.6641235
701151.5,7531373.078,521.569519
701251.3571,7531373.078,522.1010132
701351.2143,7531373.078,522.2029419
701451.0714,7531373.078,521.9749146
701550.9286,7531373.078,521.4349976
701650.7857,7531373.078,520.8609009
701750.6429,7531373.078,520.0422363
701850.5,7531373.078,518.927002
701950.3571,7531373.078,517.7183228
702050.2143,7531373.078,516.1585693
702150.0714,7531373.078,514.9118652
702249.9286,7531373.078,512.1479492
702349.7857,7531373.078,505.6239929
702449.6429,7531373.078,502.2669067
702549.5,7531373.078,512.5939331
702649.3571,7531373.078,516.7976685
702749.2143,7531373.078,519.253418
702849.0714,7531373.078,520.9414063
702948.9286,7531373.078,523.3738403
703048.7857,7531373.078,526.6478271
703148.6429,7531373.078,527.2642822
703248.5,7531373.078,524.1646729
703348.3571,7531373.078,524.2281494
703448.2143,7531373.078,524.1581421
703548.0714,7531373.078,524.0664673
703647.9286,7531373.078,523.829834
703747.7857,7531373.078,523.5037231
703847.6429,7531373.078,523.0523071
703947.5,7531373.078,522.4658203
704047.3571,7531373.078,521.6787109
704147.2143,7531373.078,520.7813721
704247.0714,7531373.078,519.7283936
704346.9286,7531373.078,518.2678223
704446.7857,7531373.078,516.6561279
704546.6429,7531373.078,514.6883545
704646.5,7531373.078,511.9628906
704746.3571,7531373.078,507.6655884
704846.2143,7531373.078,500.2310486
704946.0714,7531373.078,505.3685913
705045.9286,7531373.078,508.3008423
705145.7857,7531373.078,510.6138611
705245.6429,7531373.078,513.0991211
705345.5,7531373.078,515.4567261
705445.3571,7531373.078,517.9296265
705545.2143,7531373.078,519.8806152
705645.0714,7531373.078,521.6168823
705744.9286,7531373.078,522.9482422
705844.7857,7531373.078,524.3527222
705944.6429,7531373.078,525.2548218
706044.5,7531373.078,526.0264893
706144.3571,7531373.078,526.6959839
706244.2143,7531373.078,527.244751
706344.0714,7531373.078,527.4588623
706443.9286,7531373.078,527.5041504
706543.7857,7531373.078,527.505249
706643.6429,7531373.078,527.2915649
706743.5,7531373.078,526.9321289
706843.3571,7531373.078,526.2559204
706943.2143,7531373.078,525.3012085
707043.0714,7531373.078,524.2351685
707142.9286,7531373.078,522.9857788
707242.7857,7531373.078,521.2684326
707342.6429,7531373.078,517.6981812
707442.5,7531373.078,522.9694214
707542.3571,7531373.078,526.1135864
707642.2143,7531373.078,528.7966309
707742.0714,7531373.078,530.6494141
707841.9286,7531373.078,532.2509766
707941.7857,7531373.078,533.6107178
708041.6429,7531373.078,534.8254395
708141.5,7531373.078,535.9904175
708241.3571,7531373.078,536.9941406
708341.2143,7531373.078,537.8352051
708441.0714,7531373.078,538.8300781
708540.9286,7531373.078,539.7143555
708640.7857,7531373.078,540.4118042
708740.6429,7531373.078,540.9923096
708840.5,7531373.078,541.4699097
708940.3571,7531373.078,541.8845825
709040.2143,7531373.078,542.2574463
709140.0714,7531373.078,542.5827637
692164.3571,7531273.48,571.7160034
692264.2143,7531273.48,571.755127
692364.0714,7531273.48,571.7620239
692463.9286,7531273.48,571.8047485
692563.7857,7531273.48,571.9785767
692663.6429,7531273.48,572.4362793
692763.5,7531273.48,571.7772827
692863.3571,7531273.48,571.296875
692963.2143,7531273.48,571.0734863
693063.0714,7531273.48,571.3471069
693162.9286,7531273.48,571.9539185
693262.7857,7531273.48,572.5380859
693362.6429,7531273.48,573.1716309
693462.5,7531273.48,574.255249
693562.3571,7531273.48,576.0336304
693662.2143,7531273.48,579.9946899
693762.0714,7531273.48,579.7108765
693861.9286,7531273.48,575.3060303
693961.7857,7531273.48,573.1469727
694061.6429,7531273.48,571.9400024
694161.5,7531273.48,570.9628906
694261.3571,7531273.48,569.4647827
694361.2143,7531273.48,568.2158813
694461.0714,7531273.48,559.0958252
694560.9286,7531273.48,554.0005493
694660.7857,7531273.48,547.9833984
694760.6429,7531273.48,560.2995605
694860.5,7531273.48,562.4683838
694960.3571,7531273.48,562.6414185
695060.2143,7531273.48,562.776062
695160.0714,7531273.48,563.039978
695259.9286,7531273.48,561.4206543
695359.7857,7531273.48,556.1036377
695459.6429,7531273.48,552.4584961
695559.5,7531273.48,552.0033569
695659.3571,7531273.48,554.3962402
695759.2143,7531273.48,556.7901001
695859.0714,7531273.48,555.74823
695958.9286,7531273.48,548.6815796
696058.7857,7531273.48,541.4677734
696158.6429,7531273.48,546.3627319
696258.5,7531273.48,551.6018066
696358.3571,7531273.48,558.8823853
696458.2143,7531273.48,559.4526978
696558.0714,7531273.48,559.3546143
696657.9286,7531273.48,558.2203979
696757.7857,7531273.48,555.9594116
696857.6429,7531273.48,557.0598755
696957.5,7531273.48,554.4590454
697057.3571,7531273.48,552.3148193
697157.2143,7531273.48,553.6099243
697257.0714,7531273.48,552.4998779
697356.9286,7531273.48,550.9937744
697456.7857,7531273.48,549.5067749
